Time_hr,Host,Type,Treatment,Description,Metric,Value,Value_clean
0,BALO,1M,1M_BALO,BALO,PFU,35,35
0,BALO,1M,1M_BALO,BALO,PFU,27,27
0,BALO,1M,1M_BALO,BALO,PFU,32,32
0,BALO,1M,1M_BALO,BALO,PFU,21,21
0,BALO,1M,1M_BALO,BALO,PFU,30,30
0,BALO,1M,1M_BALO,BALO,PFU,30,30
0,BALO,1M,1M_BALO,BALO,PFU,28,28
0,BALO,1M,1M_BALO,BALO,PFU,26,26
0,BALO,1M,1M_BALO,BALO,PFU,20,20
0,Phage,1M,1M_Phage,Phage,PFU,367,367
0,Phage,1M,1M_Phage,Phage,PFU,376,376
0,Phage,1M,1M_Phage,Phage,PFU,278,278
0,Phage,1M,1M_Phage,Phage,PFU,23,23
0,Phage,1M,1M_Phage,Phage,PFU,314,314
0,Phage,1M,1M_Phage,Phage,PFU,354,354
0,Phage,1M,1M_Phage,Phage,PFU,325,325
0,Phage,1M,1M_Phage,Phage,PFU,328,328
0,Phage,1M,1M_Phage,Phage,PFU,324,324
0,BALO,2M,2M,Bd1_Phage,PFU,46,46
0,BALO,2M,2M,Bd1_Phage,PFU,38,38
0,BALO,2M,2M,Bd1_Phage,PFU,39,39
0,BALO,2M,2M,Bd1_Phage,PFU,27,27
0,BALO,2M,2M,Bd1_Phage,PFU,20,20
0,BALO,2M,2M,Bd1_Phage,PFU,32,32
0,BALO,2M,2M,Bd1_Phage,PFU,29,29
0,BALO,2M,2M,Bd1_Phage,PFU,32,32
0,BALO,2M,2M,Bd1_Phage,PFU,37,37
0,BALO,2M,2M,Bd1_Phage,PFU,201,201
0,BALO,2M,2M,Bd1_Phage,PFU,231,231
0,BALO,2M,2M,Bd1_Phage,PFU,355,355
0,BALO,2M,2M,Bd1_Phage,PFU,267,267
0,BALO,2M,2M,Bd1_Phage,PFU,333,333
0,BALO,2M,2M,Bd1_Phage,PFU,323,323
0,BALO,2M,2M,Bd1_Phage,PFU,298,298
0,BALO,2M,2M,Bd1_Phage,PFU,289,289
0,BALO,2M,2M,Bd1_Phage,PFU,214,214
0,BALO,2M,2M,Bd1_Phage,PFU,15,15
0,A.sobria,2M,2M,Bd1_A.sobria,PFU,38,38
0,A.sobria,2M,2M,Bd1_A.sobria,PFU,46,46
0,A.sobria,2M,2M,Bd1_A.sobria,PFU,26,26
0,A.sobria,2M,2M,Bd1_A.sobria,PFU,27,27
0,A.sobria,2M,2M,Bd1_A.sobria,PFU,19,19
0,A.sobria,2M,2M,Bd1_A.sobria,PFU,28,28
0,A.sobria,2M,2M,Bd1_A.sobria,PFU,23,23
0,A.sobria,2M,2M,Bd1_A.sobria,PFU,26,26
0,A.sobria,2M,2M,Bd1_A.sobria,PFU,25,25
0,A.sobria,2M,2M,Phage_A.sobria,PFU,325,325
0,A.sobria,2M,2M,Phage_A.sobria,PFU,17,17
0,A.sobria,2M,2M,Phage_A.sobria,PFU,31,31
0,A.sobria,2M,2M,Phage_A.sobria,PFU,323,323
0,A.sobria,2M,2M,Phage_A.sobria,PFU,236,236
0,A.sobria,2M,2M,Phage_A.sobria,PFU,321,321
0,A.sobria,2M,2M,Phage_A.sobria,PFU,112,112
0,A.sobria,2M,2M,Phage_A.sobria,PFU,144,144
0,A.sobria,2M,2M,Phage_A.sobria,PFU,178,178
0,A.sobria,3M,3M,A_Bd1_Bd2,PFU,40,40
0,A.sobria,3M,3M,A_Bd1_Bd2,PFU,37,37
0,A.sobria,3M,3M,A_Bd1_Bd2,PFU,43,43
0,A.sobria,3M,3M,A_Bd1_Bd2,PFU,14,14
0,A.sobria,3M,3M,A_Bd1_Bd2,PFU,13,13
0,A.sobria,3M,3M,A_Bd1_Bd2,PFU,12,12
0,A.sobria,3M,3M,A_Bd1_Bd2,PFU,15,15
0,A.sobria,3M,3M,A_Bd1_Bd2,PFU,13,13
0,A.sobria,3M,3M,A_Bd1_Bd2,PFU,16,16
0,A.sobria,3M,3M,A_Bd1_Phage,PFU,66,66
0,A.sobria,3M,3M,A_Bd1_Phage,PFU,19,19
0,A.sobria,3M,3M,A_Bd1_Phage,PFU,50,50
0,A.sobria,3M,3M,A_Bd1_Phage,PFU,156,156
0,A.sobria,3M,3M,A_Bd1_Phage,PFU,145,145
0,A.sobria,3M,3M,A_Bd1_Phage,PFU,41,41
0,A.sobria,3M,3M,A_Bd1_Phage,PFU,165,165
0,A.sobria,3M,3M,A_Bd1_Phage,PFU,187,187
0,A.sobria,3M,3M,A_Bd1_Phage,PFU,188,188
0.5,BALO,1M,1M_BALO,BALO,PFU,17,17
0.5,BALO,1M,1M_BALO,BALO,PFU,34,34
0.5,BALO,1M,1M_BALO,BALO,PFU,19,19
0.5,BALO,1M,1M_BALO,BALO,PFU,12,12
0.5,BALO,1M,1M_BALO,BALO,PFU,30,30
0.5,BALO,1M,1M_BALO,BALO,PFU,24,24
0.5,BALO,1M,1M_BALO,BALO,PFU,32,32
0.5,BALO,1M,1M_BALO,BALO,PFU,26,26
0.5,Phage,1M,1M_BALO,Phage,PFU,33,33
0.5,Phage,1M,1M_Phage,Phage,PFU,367,367
0.5,Phage,1M,1M_Phage,Phage,PFU,20,20
0.5,Phage,1M,1M_Phage,Phage,PFU,344,344
0.5,Phage,1M,1M_Phage,Phage,PFU,322,322
0.5,Phage,1M,1M_Phage,Phage,PFU,245,245
0.5,Phage,1M,1M_Phage,Phage,PFU,260,260
0.5,Phage,1M,1M_Phage,Phage,PFU,202,202
0.5,Phage,1M,1M_Phage,Phage,PFU,190,190
0.5,Phage,1M,1M_Phage,Phage,PFU,325,325
0.5,BALO,2M,2M,Bd1_Phage,PFU,28,28
0.5,BALO,2M,2M,Bd1_Phage,PFU,29,29
0.5,BALO,2M,2M,Bd1_Phage,PFU,24,24
0.5,BALO,2M,2M,Bd1_Phage,PFU,26,26
0.5,BALO,2M,2M,Bd1_Phage,PFU,34,34
0.5,BALO,2M,2M,Bd1_Phage,PFU,25,25
0.5,BALO,2M,2M,Bd1_Phage,PFU,26,26
0.5,BALO,2M,2M,Bd1_Phage,PFU,33,33
0.5,BALO,2M,2M,Bd1_Phage,PFU,58,58
0.5,BALO,2M,2M,Bd1_Phage,PFU,230,230
0.5,BALO,2M,2M,Bd1_Phage,PFU,195,195
0.5,BALO,2M,2M,Bd1_Phage,PFU,275,275
0.5,BALO,2M,2M,Bd1_Phage,PFU,260,260
0.5,BALO,2M,2M,Bd1_Phage,PFU,270,270
0.5,BALO,2M,2M,Bd1_Phage,PFU,322,322
0.5,BALO,2M,2M,Bd1_Phage,PFU,202,202
0.5,BALO,2M,2M,Bd1_Phage,PFU,190,190
0.5,BALO,2M,2M,Bd1_Phage,PFU,325,325
0.5,BALO,2M,2M,Bd1_Phage,PFU,0,0
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,16,16
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,30,30
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,7,7
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,14,14
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,31,31
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,8,8
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,15,15
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,27,27
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,18,18
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,154,154
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,246,246
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,145,145
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,140,140
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,310,310
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,230,230
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,160,160
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,220,220
0.5,A.sobria,2M,2M,Bd1_A.sobria,PFU,248,248
0.5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Phage,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Phage,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Phage,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Phage,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Phage,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Phage,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Phage,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Phage,PFU,32,32
0.5,A.sobria,3M,3M,A_Bd1_Phage,PFU,32,32
1,BALO,1M,1M_BALO,BALO,PFU,27,27
1,BALO,1M,1M_BALO,BALO,PFU,24,24
1,BALO,1M,1M_BALO,BALO,PFU,25,25
1,BALO,1M,1M_BALO,BALO,PFU,20,20
1,BALO,1M,1M_BALO,BALO,PFU,26,26
1,BALO,1M,1M_BALO,BALO,PFU,33,33
1,BALO,1M,1M_BALO,BALO,PFU,21,21
1,BALO,1M,1M_BALO,BALO,PFU,19,19
1,BALO,1M,1M_BALO,BALO,PFU,22,22
1,Phage,1M,1M_Phage,Phage,PFU,344,344
1,Phage,1M,1M_Phage,Phage,PFU,234,234
1,Phage,1M,1M_Phage,Phage,PFU,367,367
1,Phage,1M,1M_Phage,Phage,PFU,109,109
1,Phage,1M,1M_Phage,Phage,PFU,310,310
1,Phage,1M,1M_Phage,Phage,PFU,189,189
1,Phage,1M,1M_Phage,Phage,PFU,199,199
1,Phage,1M,1M_Phage,Phage,PFU,210,210
1,Phage,1M,1M_Phage,Phage,PFU,305,305
1,BALO,2M,2M,Bd1_Phage,PFU,29,29
1,BALO,2M,2M,Bd1_Phage,PFU,29,29
1,BALO,2M,2M,Bd1_Phage,PFU,39,39
1,BALO,2M,2M,Bd1_Phage,PFU,26,26
1,BALO,2M,2M,Bd1_Phage,PFU,25,25
1,BALO,2M,2M,Bd1_Phage,PFU,18,18
1,BALO,2M,2M,Bd1_Phage,PFU,34,34
1,BALO,2M,2M,Bd1_Phage,PFU,22,22
1,BALO,2M,2M,Bd1_Phage,PFU,31,31
1,BALO,2M,2M,Bd1_Phage,PFU,275,275
1,BALO,2M,2M,Bd1_Phage,PFU,195,195
1,BALO,2M,2M,Bd1_Phage,PFU,230,230
1,BALO,2M,2M,Bd1_Phage,PFU,170,170
1,BALO,2M,2M,Bd1_Phage,PFU,225,225
1,BALO,2M,2M,Bd1_Phage,PFU,305,305
1,BALO,2M,2M,Bd1_Phage,PFU,125,125
1,BALO,2M,2M,Bd1_Phage,PFU,275,275
1,BALO,2M,2M,Bd1_Phage,PFU,305,305
1,BALO,2M,2M,Bd1_Phage,PFU,0,0
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,16,16
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,30,30
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,17,17
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,18,18
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,23,23
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,23,23
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,27,27
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,11,11
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,12,12
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,154,154
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,246,246
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,145,145
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,224,224
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,225,225
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,191,191
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,49,49
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,220,220
1,A.sobria,2M,2M,Bd1_A.sobria,PFU,241,241
1,A.sobria,3M,3M,A_Bd1_Bd2,PFU,32,32
1,A.sobria,3M,3M,A_Bd1_Bd2,PFU,15,15
1,A.sobria,3M,3M,A_Bd1_Bd2,PFU,7,7
1,A.sobria,3M,3M,A_Bd1_Bd2,PFU,26,26
1,A.sobria,3M,3M,A_Bd1_Bd2,PFU,20,20
1,A.sobria,3M,3M,A_Bd1_Bd2,PFU,37,37
1,A.sobria,3M,3M,A_Bd1_Bd2,PFU,12,12
1,A.sobria,3M,3M,A_Bd1_Bd2,PFU,28,28
1,A.sobria,3M,3M,A_Bd1_Bd2,PFU,21,21
1,A.sobria,3M,3M,A_Bd1_Phage,PFU,165,165
1,A.sobria,3M,3M,A_Bd1_Phage,PFU,215,215
1,A.sobria,3M,3M,A_Bd1_Phage,PFU,128,128
1,A.sobria,3M,3M,A_Bd1_Phage,PFU,111,111
1,A.sobria,3M,3M,A_Bd1_Phage,PFU,218,218
1,A.sobria,3M,3M,A_Bd1_Phage,PFU,180,180
1,A.sobria,3M,3M,A_Bd1_Phage,PFU,128,128
1,A.sobria,3M,3M,A_Bd1_Phage,PFU,240,240
1,A.sobria,3M,3M,A_Bd1_Phage,PFU,141,141
3,BALO,1M,1M_BALO,BALO,PFU,21,21
3,BALO,1M,1M_BALO,BALO,PFU,22,22
3,BALO,1M,1M_BALO,BALO,PFU,38,38
3,BALO,1M,1M_BALO,BALO,PFU,15,15
3,BALO,1M,1M_BALO,BALO,PFU,26,26
3,BALO,1M,1M_BALO,BALO,PFU,20,20
3,BALO,1M,1M_BALO,BALO,PFU,31,31
3,BALO,1M,1M_BALO,BALO,PFU,16,16
3,BALO,1M,1M_BALO,BALO,PFU,26,26
3,Phage,1M,1M_Phage,Phage,PFU,423,423
3,Phage,1M,1M_Phage,Phage,PFU,170,170
3,Phage,1M,1M_Phage,Phage,PFU,256,256
3,Phage,1M,1M_Phage,Phage,PFU,254,254
3,Phage,1M,1M_Phage,Phage,PFU,170,170
3,Phage,1M,1M_Phage,Phage,PFU,295,295
3,Phage,1M,1M_Phage,Phage,PFU,320,320
3,Phage,1M,1M_Phage,Phage,PFU,178,178
3,Phage,1M,1M_Phage,Phage,PFU,259,259
3,BALO,2M,2M,Bd1_Phage,PFU,30,30
3,BALO,2M,2M,Bd1_Phage,PFU,28,28
3,BALO,2M,2M,Bd1_Phage,PFU,25,25
3,BALO,2M,2M,Bd1_Phage,PFU,26,26
3,BALO,2M,2M,Bd1_Phage,PFU,27,27
3,BALO,2M,2M,Bd1_Phage,PFU,30,30
3,BALO,2M,2M,Bd1_Phage,PFU,28,28
3,BALO,2M,2M,Bd1_Phage,PFU,25,25
3,BALO,2M,2M,Bd1_Phage,PFU,28,28
3,BALO,2M,2M,Bd1_Phage,PFU,235,235
3,BALO,2M,2M,Bd1_Phage,PFU,215,215
3,BALO,2M,2M,Bd1_Phage,PFU,366,366
3,BALO,2M,2M,Bd1_Phage,PFU,320,320
3,BALO,2M,2M,Bd1_Phage,PFU,210,210
3,BALO,2M,2M,Bd1_Phage,PFU,166,166
3,BALO,2M,2M,Bd1_Phage,PFU,255,255
3,BALO,2M,2M,Bd1_Phage,PFU,235,235
3,BALO,2M,2M,Bd1_Phage,PFU,310,310
3,BALO,2M,2M,Bd1_Phage,PFU,0,0
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,22,22
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,26,26
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,15,15
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,14,14
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,21,21
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,18,18
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,27,27
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,15,15
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,17,17
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,138,138
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,366,366
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,32,32
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,170,170
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,206,206
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,160,160
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,255,255
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,190,190
3,A.sobria,2M,2M,Bd1_A.sobria,PFU,180,180
3,A.sobria,3M,3M,A_Bd1_Bd2,PFU,33,33
3,A.sobria,3M,3M,A_Bd1_Bd2,PFU,27,27
3,A.sobria,3M,3M,A_Bd1_Bd2,PFU,21,21
3,A.sobria,3M,3M,A_Bd1_Bd2,PFU,21,21
3,A.sobria,3M,3M,A_Bd1_Bd2,PFU,15,15
3,A.sobria,3M,3M,A_Bd1_Bd2,PFU,24,24
3,A.sobria,3M,3M,A_Bd1_Bd2,PFU,16,16
3,A.sobria,3M,3M,A_Bd1_Bd2,PFU,19,19
3,A.sobria,3M,3M,A_Bd1_Bd2,PFU,22,22
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,147,147
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,231,231
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,305,305
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,275,275
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,225,225
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,183,183
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,103,103
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,290,290
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,210,210
5,BALO,1M,1M_BALO,BALO,PFU,32,32
5,BALO,1M,1M_BALO,BALO,PFU,19,19
5,BALO,1M,1M_BALO,BALO,PFU,20,20
5,BALO,1M,1M_BALO,BALO,PFU,28,28
5,BALO,1M,1M_BALO,BALO,PFU,25,25
5,BALO,1M,1M_BALO,BALO,PFU,29,29
5,BALO,1M,1M_BALO,BALO,PFU,23,23
5,BALO,1M,1M_BALO,BALO,PFU,27,27
5,BALO,1M,1M_BALO,BALO,PFU,27,27
5,Phage,1M,1M_Phage,Phage,PFU,355,355
5,Phage,1M,1M_Phage,Phage,PFU,245,245
5,Phage,1M,1M_Phage,Phage,PFU,272,272
5,Phage,1M,1M_Phage,Phage,PFU,174,174
5,Phage,1M,1M_Phage,Phage,PFU,275,275
5,Phage,1M,1M_Phage,Phage,PFU,217,217
5,Phage,1M,1M_Phage,Phage,PFU,93,93
5,Phage,1M,1M_Phage,Phage,PFU,180,180
5,Phage,1M,1M_Phage,Phage,PFU,280,280
5,BALO,2M,2M,Bd1_Phage,PFU,27,27
5,BALO,2M,2M,Bd1_Phage,PFU,29,29
5,BALO,2M,2M,Bd1_Phage,PFU,29,29
5,BALO,2M,2M,Bd1_Phage,PFU,41,41
5,BALO,2M,2M,Bd1_Phage,PFU,27,27
5,BALO,2M,2M,Bd1_Phage,PFU,18,18
5,BALO,2M,2M,Bd1_Phage,PFU,27,27
5,BALO,2M,2M,Bd1_Phage,PFU,27,27
5,BALO,2M,2M,Bd1_Phage,PFU,26,26
5,BALO,2M,2M,Bd1_Phage,PFU,255,255
5,BALO,2M,2M,Bd1_Phage,PFU,218,218
5,BALO,2M,2M,Bd1_Phage,PFU,347,347
5,BALO,2M,2M,Bd1_Phage,PFU,278,278
5,BALO,2M,2M,Bd1_Phage,PFU,267,267
5,BALO,2M,2M,Bd1_Phage,PFU,180,180
5,BALO,2M,2M,Bd1_Phage,PFU,290,290
5,BALO,2M,2M,Bd1_Phage,PFU,190,190
5,BALO,2M,2M,Bd1_Phage,PFU,145,145
5,BALO,2M,2M,Bd1_Phage,PFU,0,0
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,21,21
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,29,29
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,11,11
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,23,23
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,22,22
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,19,19
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,22,22
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,16,16
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,29,29
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,133,133
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,25,25
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,336,336
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,58,58
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,186,186
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,279,279
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,180,180
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,258,258
5,A.sobria,2M,2M,Bd1_A.sobria,PFU,179,179
5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,36,36
5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,38,38
5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,19,19
5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,24,24
5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,18,18
5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,18,18
5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,22,22
5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,26,26
5,A.sobria,3M,3M,A_Bd1_Bd2,PFU,27,27
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,154,154
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,22,22
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,117,117
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,108,108
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,105,105
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,76,76
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,168,168
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,116,116
5,A.sobria,3M,3M,A_Bd1_Phage,PFU,45,45
0,A.sobria,1M,1M_A,A.sobria,CFU,80,80
0,A.sobria,1M,1M_A,A.sobria,CFU,198,198
0,A.sobria,1M,1M_A,A.sobria,CFU,203,203
0,A.sobria,1M,1M_A,A.sobria,CFU,256,256
0,A.sobria,1M,1M_A,A.sobria,CFU,135,135
0,A.sobria,1M,1M_A,A.sobria,CFU,97,97
0,A.sobria,1M,1M_A,A.sobria,CFU,90,90
0,A.sobria,1M,1M_A,A.sobria,CFU,125,125
0,A.sobria,1M,1M_A,A.sobria,CFU,301,301
0,A.sobria,2M,2M,Bd1_A.sobria,CFU,206,206
0,A.sobria,2M,2M,Bd1_A.sobria,CFU,105,105
0,A.sobria,2M,2M,Bd1_A.sobria,CFU,140,140
0,A.sobria,2M,2M,Bd1_A.sobria,CFU,99,99
0,A.sobria,2M,2M,Bd1_A.sobria,CFU,124,124
0,A.sobria,2M,2M,Bd1_A.sobria,CFU,205,205
0,A.sobria,2M,2M,Bd1_A.sobria,CFU,169,169
0,A.sobria,2M,2M,Bd1_A.sobria,CFU,164,164
0,A.sobria,2M,2M,Bd1_A.sobria,CFU,90,90
0,A.sobria,2M,2M,Phage_A.sobria,CFU,30,30
0,A.sobria,2M,2M,Phage_A.sobria,CFU,111,111
0,A.sobria,2M,2M,Phage_A.sobria,CFU,145,145
0,A.sobria,2M,2M,Phage_A.sobria,CFU,45,45
0,A.sobria,2M,2M,Phage_A.sobria,CFU,134,134
0,A.sobria,2M,2M,Phage_A.sobria,CFU,124,124
0,A.sobria,2M,2M,Phage_A.sobria,CFU,98,98
0,A.sobria,2M,2M,Phage_A.sobria,CFU,35,35
0,A.sobria,2M,2M,Phage_A.sobria,CFU,125,125
0,A.sobria,3M,3M,A_Bd1_Phage,CFU,110,110
0,A.sobria,3M,3M,A_Bd1_Phage,CFU,97,97
0,A.sobria,3M,3M,A_Bd1_Phage,CFU,90,90
0,A.sobria,3M,3M,A_Bd1_Phage,CFU,89,89
0,A.sobria,3M,3M,A_Bd1_Phage,CFU,127,127
0,A.sobria,3M,3M,A_Bd1_Phage,CFU,76,76
0,A.sobria,3M,3M,A_Bd1_Phage,CFU,56,56
0,A.sobria,3M,3M,A_Bd1_Phage,CFU,75,75
0,A.sobria,3M,3M,A_Bd1_Phage,CFU,208,208
0.5,A.sobria,1M,1M_A,A.sobria,CFU,128,128
0.5,A.sobria,1M,1M_A,A.sobria,CFU,290,290
0.5,A.sobria,1M,1M_A,A.sobria,CFU,58,58
0.5,A.sobria,1M,1M_A,A.sobria,CFU,210,210
0.5,A.sobria,1M,1M_A,A.sobria,CFU,245,245
0.5,A.sobria,1M,1M_A,A.sobria,CFU,180,180
0.5,A.sobria,1M,1M_A,A.sobria,CFU,235,235
0.5,A.sobria,1M,1M_A,A.sobria,CFU,175,175
0.5,A.sobria,1M,1M_A,A.sobria,CFU,257,257
0.5,A.sobria,2M,2M,Bd1_A.sobria,CFU,135,135
0.5,A.sobria,2M,2M,Bd1_A.sobria,CFU,115,115
0.5,A.sobria,2M,2M,Bd1_A.sobria,CFU,117,117
0.5,A.sobria,2M,2M,Bd1_A.sobria,CFU,98,98
0.5,A.sobria,2M,2M,Bd1_A.sobria,CFU,126,126
0.5,A.sobria,2M,2M,Bd1_A.sobria,CFU,140,140
0.5,A.sobria,2M,2M,Bd1_A.sobria,CFU,145,145
0.5,A.sobria,2M,2M,Bd1_A.sobria,CFU,157,157
0.5,A.sobria,2M,2M,Bd1_A.sobria,CFU,95,95
0.5,A.sobria,2M,2M,Phage_A.sobria,CFU,151,151
0.5,A.sobria,2M,2M,Phage_A.sobria,CFU,81,81
0.5,A.sobria,2M,2M,Phage_A.sobria,CFU,38,38
0.5,A.sobria,2M,2M,Phage_A.sobria,CFU,122,122
0.5,A.sobria,2M,2M,Phage_A.sobria,CFU,134,134
0.5,A.sobria,2M,2M,Phage_A.sobria,CFU,26,26
0.5,A.sobria,2M,2M,Phage_A.sobria,CFU,76,76
0.5,A.sobria,2M,2M,Phage_A.sobria,CFU,134,134
0.5,A.sobria,2M,2M,Phage_A.sobria,CFU,106,106
0.5,A.sobria,3M,3M,A_Bd1_Phage,CFU,80,80
0.5,A.sobria,3M,3M,A_Bd1_Phage,CFU,81,81
0.5,A.sobria,3M,3M,A_Bd1_Phage,CFU,75,75
0.5,A.sobria,3M,3M,A_Bd1_Phage,CFU,90,90
0.5,A.sobria,3M,3M,A_Bd1_Phage,CFU,76,76
0.5,A.sobria,3M,3M,A_Bd1_Phage,CFU,67,67
0.5,A.sobria,3M,3M,A_Bd1_Phage,CFU,47,47
0.5,A.sobria,3M,3M,A_Bd1_Phage,CFU,34,34
0.5,A.sobria,3M,3M,A_Bd1_Phage,CFU,135,135
1,A.sobria,1M,1M_A,A.sobria,CFU,301,301
1,A.sobria,1M,1M_A,A.sobria,CFU,245,245
1,A.sobria,1M,1M_A,A.sobria,CFU,115,115
1,A.sobria,1M,1M_A,A.sobria,CFU,260,260
1,A.sobria,1M,1M_A,A.sobria,CFU,203,203
1,A.sobria,1M,1M_A,A.sobria,CFU,124,124
